mods_id,xi,omega,alpha,name,value,params_1,wl_weight,post_tx_weight,efficiency_weight,cpra_weight,peds_weight,pld_weight,bio_weight,abo_weight,height_weight,cost_weight,distance_weight,method
med_wlt,126.86724366752948,7.910579503055819,0.4536604329129203,age_cat,"(65, Inf]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,393.3890707718754,15.158339053938588,1.288509573556356,age_cat,"(65, Inf]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,142.26317908747296,15.219140431191867,1.1029063117528464,age_cat,"(65, Inf]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,12.837955091652129,1.353904380285043,1.1810690488784863,age_cat,"(65, Inf]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,3141.641232372154,67.21105605791163,-0.5530872541086115,male,0,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,2010.9819588775904,54.28415592893339,0.8160980075065305,male,0,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,251.08950621289677,21.241847193224064,0.8906771810557358,male,0,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,13.218770132403703,0.9762276222816988,0.5261987833971512,male,0,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,102.29734529522057,5.715945510646248,1.0542446783555868,male,0,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,81.46902164743352,6.390798286929227,1.1765062066240997,male,0,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,362.5005078433748,10.166401919599696,1.2938788681581923,male,0,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,213.34776862883817,19.071685942246177,1.2234808072741468,male,0,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,9.41975583180743,0.8043201380089428,1.003680463603626,male,0,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,4180.872304148788,69.39895624447274,-0.43237708841089606,male,1,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,2993.866201924433,65.24310083251547,1.1540390144835069,male,1,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,306.4438207935604,20.541615242843637,0.4966461684070243,male,1,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,14.518236875889544,0.9175557959463502,0.4740768640077432,male,1,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,139.0192466162975,7.521645887889992,1.139198361116837,male,1,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,55.369971774684565,4.421383344842459,0.8694078156406307,male,1,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,375.8593458113706,9.23026540061635,1.1548368265402535,male,1,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,371.75390484390533,20.76446997207852,-0.4985601126875222,male,1,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,11.254750542290289,0.7012619585732606,-0.9810721285148332,male,1,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,1812.041114970011,52.7371488865713,-0.7864881308859022,reg,Midwest,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,1269.374987212607,41.81881311298554,0.7348758576994049,reg,Midwest,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,118.11427681622956,14.94986766801644,1.295517185249934,reg,Midwest,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,12.17770653919183,1.4555203226896123,0.9336717833435616,reg,Midwest,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,134.7109734232657,7.827740353678193,-0.6879418728963461,reg,Midwest,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,56.955874683959664,7.154506675290724,2.0024931776857975,reg,Midwest,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,364.3084341858394,11.829471368205224,2.2272625591488042,reg,Midwest,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,141.70094600688043,15.185258712145728,1.0166072810666031,reg,Midwest,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,9.81678185169638,1.0649221118914978,1.0107165979707158,reg,Midwest,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,1563.9896736790424,48.879509559955686,-0.7033645011803459,reg,Northeast,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,998.1467050721884,44.2037948170516,1.343017638336123,reg,Northeast,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,125.2785279077747,14.147436627761632,0.9456315923131982,reg,Northeast,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,13.942589135567635,1.5864446654269266,0.9282841539263632,reg,Northeast,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,109.2741848970373,8.321347913264267,1.1762335258596632,reg,Northeast,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,72.90520268416496,7.315310814094334,1.036630864187052,reg,Northeast,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,371.8507767149906,22.579894087245503,-1.599629992231069,reg,Northeast,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,111.89803003033089,12.892836514067934,0.7753822269367484,reg,Northeast,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,9.784615479275072,1.1816890062332217,0.98553777914285,reg,Northeast,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,2423.153458425745,64.16642857494466,0.9012179258609696,reg,South,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,1738.847999981847,44.0387249641316,0.39291548255685754,reg,South,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,177.63515027900468,18.113451524500228,1.106351667343117,reg,South,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,13.345156206335918,1.4763199406633996,1.526036926513005,reg,South,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,127.7827339459339,8.616220694571828,1.425235979595315,reg,South,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,63.13651637814994,4.4717322335839125,-0.14630773421941862,reg,South,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,378.5212752182336,9.116768550082272,1.0231232011836415,reg,South,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,210.612882322868,15.20789868832074,-0.5427839306602122,reg,South,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.80681083459022,0.7833187622498139,-0.5932873563696854,reg,South,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,1466.9794456177617,47.16685102318494,0.7499683675717159,reg,West,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,986.8576338901704,35.50331670834717,0.7860187501616874,reg,West,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,120.20337429522436,14.09704466155057,0.7865998905234395,reg,West,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,13.806951789490627,1.9044208100694908,1.2979916316951696,reg,West,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,112.44511993458592,9.488358301408962,1.4657870037503191,reg,West,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,74.79030483471476,7.559294124262114,1.0743250750728242,reg,West,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,362.0703372760905,30.505532672183993,2.1861643874444225,reg,West,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,107.7596120667438,13.972779646502085,1.1327597388305155,reg,West,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,9.65044034433372,1.3401813053032132,1.320236747090565,reg,West,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,948.2280136644068,42.37135392228928,0.8636551065905866,wlauc_cat,"(-Inf,250]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,741.5370038549397,38.22901489125437,1.06028134782558,wlauc_cat,"(-Inf,250]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,119.93322886478444,15.370405270183449,1.2175822602832709,wlauc_cat,"(-Inf,250]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,74.30600251338956,11.326513029306293,0.8931533888397667,wlauc_cat,"(-Inf,250]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,436.6398945584066,58.994175492108326,1.347971856595259,wlauc_cat,"(-Inf,250]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,7.247698932920812,0.9514549780159384,1.3013626904438176,wlauc_cat,"(-Inf,250]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,532.5466331249099,20.683243019653556,0.00892419235882461,wlauc_cat,"(-Inf,250]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,103.16585159688714,13.64206449575904,1.3168006149917089,wlauc_cat,"(-Inf,250]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,13.01408862990093,1.4536727166147676,0.7698891144887704,wlauc_cat,"(-Inf,250]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,1088.2760962079665,43.092423300433865,1.124445846706872,wlauc_cat,"(250,300]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,629.88131074351,27.638215253670182,-0.3305637490275501,wlauc_cat,"(250,300]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,160.4984990452538,17.9271497730525,1.1742882058945856,wlauc_cat,"(250,300]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,29.03407573105801,2.9638761372332656,0.8374039256038609,wlauc_cat,"(250,300]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,105.65936112312784,9.481156350534077,1.082742237101195,wlauc_cat,"(250,300]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,77.91644872210665,7.864119524217848,1.1988851825491895,wlauc_cat,"(250,300]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,352.5287453964272,15.717998908329584,0.7875897587536587,wlauc_cat,"(250,300]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,69.5443501817828,10.637478403156884,1.169081370788586,wlauc_cat,"(250,300]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.726037067193063,1.699623403526667,1.2462617708916213,wlauc_cat,"(250,300]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,1353.1007333943928,45.63673942895056,0.825786525034928,wlauc_cat,"(300,325]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,802.6631071461479,36.99432451768996,0.8595233149398042,wlauc_cat,"(300,325]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,129.15639255894015,14.228077215871911,0.8570623302748672,wlauc_cat,"(300,325]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,16.03424386636593,2.0391426670263493,1.3331163083519375,wlauc_cat,"(300,325]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,99.19264773217304,8.177748512673118,1.353110769111659,wlauc_cat,"(300,325]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,91.65931379025363,8.924735275862941,1.2786210233011128,wlauc_cat,"(300,325]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,362.8090771209859,12.783273761747978,-0.8080441807196111,wlauc_cat,"(300,325]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,87.77804091521423,11.874663687714111,1.1396188929718702,wlauc_cat,"(300,325]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.297280451953569,1.2226195326520597,0.7150736776086732,wlauc_cat,"(300,325]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,3774.2204127175023,73.93240413195929,0.9120248805656,wlauc_cat,"(325,365]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,2834.684143259338,59.24815832312372,0.7464151571254022,wlauc_cat,"(325,365]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,131.46505107134314,14.139508523642045,0.845151801059668,wlauc_cat,"(325,365]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,5.126468814023054,0.5832415598321907,1.116484277968146,wlauc_cat,"(325,365]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,109.46301893766238,5.666751632954352,1.2689807842997405,wlauc_cat,"(325,365]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,82.0877035561215,5.816935236774567,0.7115892444832596,wlauc_cat,"(325,365]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,363.12028103060703,6.46972195509448,-0.5193328324924432,wlauc_cat,"(325,365]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,322.58179764420964,23.26702168776442,-1.6237307108200945,wlauc_cat,"(325,365]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,9.71672589877002,0.6663494929906465,-1.2751249215632774,wlauc_cat,"(325,365]",295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,1276.1165221182744,48.85775225518142,1.100817621997764,subreg,South Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,916.4647045771547,38.42483029705253,0.9941643169760356,subreg,South Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,88.95490534918002,13.608135369863655,1.2859794253504928,subreg,South Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,12.943834673582606,1.9937765230628608,1.386160251923226,subreg,South Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,130.0436692976395,11.065522693468523,1.3278851468474226,subreg,South Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,60.7188720782831,5.194991453535129,-0.08397895436303301,subreg,South Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,373.0631821037027,18.37726750242603,2.3162304994648997,subreg,South Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,113.67235011559391,10.836162641358978,-0.48202079812194,subreg,South Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.288316830880092,0.9910887116147876,0.29885441601894797,subreg,South Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,222.7893490875697,24.48562201928439,1.567680348793442,subreg,New England,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,151.28535708119162,17.21973553759038,1.139425963462973,subreg,New England,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,15.489534303526968,6.108407313639487,1.5954892796515006,subreg,New England,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,10.811345803891871,4.641923739201089,1.8339376273033272,subreg,New England,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,102.86140448808122,20.475169314711493,1.4394544046929114,subreg,New England,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,64.87539469781026,20.83854872583649,2.689159559089932,subreg,New England,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,378.3668135605163,55.85692777493893,1.501195495529424,subreg,New England,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,14.737406407704997,5.967128436011314,1.345863790750876,subreg,New England,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,8.278531501424048,3.4119354901832537,1.4259453244105065,subreg,New England,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,1326.086113066646,46.7422595570432,-0.8275739419546302,subreg,Mid-Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,839.8243871016995,40.220366645045274,1.2381974586135802,subreg,Mid-Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,106.05465320816216,13.160155045034692,0.9795140642441024,subreg,Mid-Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,14.34213595240218,1.5814176935527096,0.5703470959628042,subreg,Mid-Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,108.56922089421136,9.02115528095704,1.2957355237254613,subreg,Mid-Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,71.75043788004186,8.014308986900533,1.2363187074623836,subreg,Mid-Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,367.979154853332,28.62041190567012,-2.565678539997804,subreg,Mid-Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,97.08133429872898,10.541861544986528,0.3196054895203121,subreg,Mid-Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,9.815819977077986,1.2313036570165827,0.8296660933654711,subreg,Mid-Atlantic,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,1284.741072182629,41.5163215368348,0.4018344017503117,subreg,East North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,914.366008200933,36.977765094873824,0.7925688578654952,subreg,East North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,85.79922316019571,12.73077804781303,1.356316732408812,subreg,East North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,12.102207167485467,1.7803077558351963,1.1635234991078782,subreg,East North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,135.1305453043642,9.3968970675288,-0.6740070357502984,subreg,East North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,56.098587696221806,8.293701063993062,2.0655758331290586,subreg,East North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,353.0362014325755,11.66763180324719,2.6107680949443,subreg,East North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,100.16623027401076,14.040171449397969,1.4086762233252936,subreg,East North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,9.597977469056918,1.3792521024012712,1.3856633497474746,subreg,East North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,494.08355506462453,24.939571453976555,-0.26746429770154406,subreg,West North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,348.6665390887754,22.052084410541443,0.4921469728112907,subreg,West North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,28.392642770165057,7.970937560977087,1.4090337704351683,subreg,West North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,10.697987709534038,2.918835520116107,1.1904652300434877,subreg,West North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,125.28195647987282,13.783326909366258,0.9048113543886372,subreg,West North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,54.959556300512816,11.08358441153326,1.768224823230837,subreg,West North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,393.41418778436866,16.87756966830881,1.5690422336612695,subreg,West North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,35.965815924381815,8.25292595866089,1.2028415482636394,subreg,West North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,8.826187395074582,2.158182740838927,1.5132793958971889,subreg,West North Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,255.78518307476455,20.51592833557217,0.8305620778564337,subreg,East South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,189.81081397149708,15.971325801411805,-0.7906620909454035,subreg,East South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,19.35312215533248,5.649667236518548,0.94595351634046565,subreg,East South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,12.203464602722375,5.057827814834378,1.704596719793536,subreg,East South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_ppy,111.34202665887568,22.481000616957523,1.876531018974304,subreg,East South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_wlt,55.02927102454191,14.888441983204652,1.8083814792764468,subreg,East South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
med_dist,414.6970042642196,21.42749589549146,-2.4149862590428715,subreg,East South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
post_tx_death,16.31632500621546,6.634516670528436,1.8787787238724671,subreg,East South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
ptd_ppy,8.009623375860471,3.3554769017738835,1.976706981339172,subreg,East South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
can_count,862.2411762995318,40.65852240898721,1.0968198375374576,subreg,West South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
tx_count,612.5886098911327,31.66865305523547,1.1565638719089908,subreg,West South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wait_death,61.71090590525188,10.935447346002508,1.1780537158755886,subreg,West South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
wld_ppy,12.553206358368628,2.4327700709720883,1.4713338730730774,subreg,West South Central,295,0.25,0.35,0.05,0.05,0.2,0.05,0.05,NA,NA,NA,NA,Supply-CAS
