mods_id,xi,omega,alpha,name,value,params_1,wl_weight,post_tx_weight,efficiency_weight,cpra_weight,peds_weight,pld_weight,bio_weight,abo_weight,height_weight,cost_weight,distance_weight,method
can_count,4228.64310161344,88.26083478081323,1.249005790955754,dx_grp,D,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,3106.338705803402,58.84684341525344,0.408424980976588,dx_grp,D,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,405.4090354707597,23.77421495684092,0.2381712460540037,dx_grp,D,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,25.764041946683996,1.4943338045975296,-0.7713315607354535,dx_grp,D,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,184.47350342130207,10.664829704756446,1.2240929130722886,dx_grp,D,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,54.944830042031775,3.111438095106742,-0.6263666792761203,dx_grp,D,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,359.29849044949657,7.65014216810532,1.2989863401613286,dx_grp,D,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,417.4437062830318,23.20741865448114,-0.7964024104619957,dx_grp,D,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,12.337614459218084,0.7115424640351902,-0.8400700090275884,dx_grp,D,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,1151.8070144553856,39.71477980428958,-0.6254478518520364,hgt_cat,"(-Inf,62.2]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,741.0376023865368,33.53846325168662,1.1511380879154451,hgt_cat,"(-Inf,62.2]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,91.26421900282662,12.591539085616688,0.6788225065395977,hgt_cat,"(-Inf,62.2]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,13.178491571797114,2.168402615166037,1.267340134445042,hgt_cat,"(-Inf,62.2]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,107.6928886095164,10.049226602776532,1.5277439476016546,hgt_cat,"(-Inf,62.2]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,82.33283989625802,8.679478569263724,1.1071061802640327,hgt_cat,"(-Inf,62.2]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,358.21814329036954,16.38967631649214,1.5776708746283443,hgt_cat,"(-Inf,62.2]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,83.71245043885266,11.919634666429976,0.9104778611448716,hgt_cat,"(-Inf,62.2]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,9.9670802927312,1.27918565059332,0.5901395745328514,hgt_cat,"(-Inf,62.2]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,1561.2104803129562,47.72722577386591,0.859744636962654,hgt_cat,"(62.2,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,1038.81999133089,39.78778495643799,1.0128972823162157,hgt_cat,"(62.2,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,103.21111640432645,13.64279350219302,1.1427898206942826,hgt_cat,"(62.2,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,10.483662606719024,1.52679823901542,1.4554178717396362,hgt_cat,"(62.2,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,104.4009171001683,7.828097000846566,1.436741305823327,hgt_cat,"(62.2,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,84.38650265955769,6.844940695024997,-0.7832145519422066,hgt_cat,"(62.2,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,390.57153843020654,11.63329536698946,-0.6111656690334523,hgt_cat,"(62.2,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,121.925743712689,13.674429157091428,0.8640319150459563,hgt_cat,"(62.2,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.328744194657462,1.223987019465251,1.0442362580850029,hgt_cat,"(62.2,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,1265.0723997034197,39.784907554122285,-0.5241846108873373,hgt_cat,"(65,67]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,835.6847206291143,35.43407019223467,0.7240059040153296,hgt_cat,"(65,67]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,92.03292179431644,9.220788683536531,0.08279803965003815,hgt_cat,"(65,67]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,11.991522808257953,1.414877533450587,0.5558024768131591,hgt_cat,"(65,67]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,108.02070417705656,10.480013118900818,1.914166017294127,hgt_cat,"(65,67]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,75.64799387301231,9.171677453990256,1.8766520869394223,hgt_cat,"(65,67]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,363.7438271247207,11.666068127845955,0.4603099886439328,hgt_cat,"(65,67]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,101.07005450035608,11.007078590480235,0.46114888228358986,hgt_cat,"(65,67]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,11.013532951807711,1.156591721259121,0.43466098946051257,hgt_cat,"(65,67]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,1859.961504584683,53.162342130840315,1.0330589147612317,hgt_cat,"(67,70]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,1306.4220288393826,49.49750969697872,1.3765843781943583,hgt_cat,"(67,70]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,155.27823829839278,16.64706057009553,0.8825626971592185,hgt_cat,"(67,70]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,16.675387099346093,1.468253209488018,-0.5881760449485688,hgt_cat,"(67,70]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,124.04097674310138,10.865140467994728,1.6072488193159469,hgt_cat,"(67,70]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,77.5952773349119,7.2020580721645375,1.1047612248557164,hgt_cat,"(67,70]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,359.242531373317,10.952194500310824,-0.9503883872977512,hgt_cat,"(67,70]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,158.053687427294,14.133955124908644,0.6312578505056224,hgt_cat,"(67,70]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.91248462112888,0.9985361592502848,0.7152586990939824,hgt_cat,"(67,70]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,1433.4309021887275,43.58657050625183,-0.7389305883199754,hgt_cat,"(70, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,1205.984757520531,38.90617776347105,-1.2950591008518273,hgt_cat,"(70, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,77.01655265010434,12.271394989303596,1.106024432489371,hgt_cat,"(70, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,13.895981267792646,2.4305481892509215,1.3500935981008275,hgt_cat,"(70, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,205.71184124907296,17.862879738424724,1.2718058684466746,hgt_cat,"(70, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,32.70825922368938,4.1829272492081255,1.3166478576086804,hgt_cat,"(70, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,382.5464128925894,13.031973272314405,0.9481696164392244,hgt_cat,"(70, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,161.18881684724,13.156463558452128,-0.5665962155434002,hgt_cat,"(70, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,11.722027786029164,0.9466353176910586,-0.22831404663223093,hgt_cat,"(70, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,2705.4718624668103,67.18470746028103,0.952320947848565,abo,A,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,2000.776980132733,53.711269213287814,-1.1714876641559413,abo,A,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,191.22407285110293,21.08363055301128,1.1513410183811637,abo,A,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,12.904385533379813,1.3794928962430402,1.2361490929349397,abo,A,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,127.860173232453,8.944098493907964,1.0484549700303727,abo,A,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,65.96880201025853,5.523241156674048,0.7879015765672275,abo,A,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,393.8982642360748,10.558947341734886,1.0665484264772205,abo,A,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,252.821651961028,16.944179919503082,-0.7079777624611746,abo,A,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.989081621385214,0.7606965329186735,0.523753194144143,abo,A,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,277.60751341937305,19.556343039450475,-0.3177705198746306,abo,AB,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,195.95630640114757,19.16620981908185,1.1264387237288649,abo,AB,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,15.830213335215626,6.049072742469693,1.466311486034013,abo,AB,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,11.21099216455991,5.105102428044728,2.004446247437798,abo,AB,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,132.06470233404562,32.22518340016058,2.783700993469319,abo,AB,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,56.085049762577086,14.36485193587994,1.9749578540433337,abo,AB,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,471.6033830097994,46.49582244018474,1.13111374166327,abo,AB,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,21.10067789180068,7.070633262664034,1.6492084626584165,abo,AB,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,9.109749399382345,3.0782897332272556,1.7075867979988908,abo,AB,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,832.8955000915456,39.0027075615529,0.6535703662672361,abo,B,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,643.5860190770907,28.87135287320568,0.77675809818548,abo,B,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,48.77038771854013,11.54698462259405,1.6940019427480688,abo,B,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,12.08845374952811,2.6961778910519154,1.4295676201199263,abo,B,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,149.31729611217435,18.076160558984807,1.4039271573797447,abo,B,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,56.01508062585817,8.98746639171956,1.4549778928136636,abo,B,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,396.8434696643543,20.47361662579064,1.111587840719395,abo,B,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,84.0471233869367,8.901181543368137,-0.14994060241221785,abo,B,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.690176890170829,1.398553316235464,0.6668500896558619,abo,B,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,3378.6326639279205,71.67871513936049,0.636633273178542,abo,O,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,2328.463555233741,58.33702098893765,1.0044948879282949,abo,O,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,274.796095912667,18.88433785059694,-0.4309989160106856,abo,O,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,13.999146238593186,0.8691746020141918,0.03200419253072929,abo,O,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,117.01797376042104,8.904545636142185,2.0023557694176057,abo,O,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,74.9323808953536,5.100442388779357,0.5564712842581778,abo,O,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,344.3423151712675,12.082264298010957,-1.9949169907252289,abo,O,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,280.48128812317657,20.311390154677714,0.7340330705595332,abo,O,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,11.002754512350853,0.6996447838130778,0.2556930658810195,abo,O,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,553.2309346347919,29.188104265887716,-1.1054791754741833,age_cat,"(-Inf,35]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,431.7596417108568,25.523524791969734,-1.260106921080014,age_cat,"(-Inf,35]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,25.62147915048344,6.567193431463042,1.1601325675641894,age_cat,"(-Inf,35]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,10.623573757781568,2.977695917995035,1.2644732864704606,age_cat,"(-Inf,35]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,163.21770711230045,19.41229083446214,1.3241354268712535,age_cat,"(-Inf,35]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,58.576304021202674,8.632694203687638,1.141085657117532,age_cat,"(-Inf,35]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,346.1548015612967,17.546060986230604,0.6833756201948924,age_cat,"(-Inf,35]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,38.32785276003439,8.913461072931797,1.535152139678232,age_cat,"(-Inf,35]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,8.02667850909387,2.067929994505598,1.863051416598806,age_cat,"(-Inf,35]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,1184.214572564588,38.70016974129334,-0.5593209109495735,age_cat,"(35,50]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,898.3090327303911,30.84672714751649,0.31435925587526187,age_cat,"(35,50]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,69.28148961150292,8.821881520021071,-0.49315227122761207,age_cat,"(35,50]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,11.468334598789824,1.7616974464085602,0.6266390114130005,age_cat,"(35,50]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,159.1337267681365,13.410691483665063,1.186585726478634,age_cat,"(35,50]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,53.94219115195532,5.299226498151085,1.0201390006185829,age_cat,"(35,50]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,356.3308811565004,13.55333493831022,1.132773108099724,age_cat,"(35,50]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,84.12174890823194,11.055067463437124,0.8605924322756283,age_cat,"(35,50]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,8.078363800584851,1.1371017121113296,1.0321874753973974,age_cat,"(35,50]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,3412.6198405710197,73.35709191303907,0.9639087443319576,age_cat,"(50,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,2508.6618325663026,60.75964852075171,-0.7885607212884038,age_cat,"(50,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,230.478389285074,19.524645448609437,0.8569076377605798,age_cat,"(50,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,11.78320910146522,1.022052747459561,0.9327369896994598,age_cat,"(50,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,122.18765589245416,7.399464822977433,1.590982133278099,age_cat,"(50,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,70.00344593252167,5.09204054883101,0.9815332363920596,age_cat,"(50,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,370.445763903952,8.389731976120961,0.6647416873904501,age_cat,"(50,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,286.7018747287358,20.504245259349595,0.7102317483524822,age_cat,"(50,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.572531042922732,0.6824927089924799,0.31841586428048047,age_cat,"(50,65]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,2084.524261186565,58.937194008463,0.9150686083035344,age_cat,"(65, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,1366.3095851347955,48.40892631235544,1.0739568646043067,age_cat,"(65, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,201.59010093889532,18.626331122928388,1.1765679894513608,age_cat,"(65, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,16.77800962292074,1.4856064084045948,0.8506652610284067,age_cat,"(65, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,110.55004059755534,7.250717235018887,1.1934354749021454,age_cat,"(65, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,77.67669533409367,5.923138183661947,0.8758522778619456,age_cat,"(65, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,374.1027613461289,11.581752305751277,0.8046614862817347,age_cat,"(65, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,208.84463424133432,14.954063386875928,0.4417521591067331,age_cat,"(65, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,13.8095732485954,1.1055677632948242,0.8168596751761171,age_cat,"(65, Inf]",15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,3141.641232372154,67.21105605791163,-0.5530872541086115,male,0,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,2057.2990745689476,56.490429268288736,0.8660231475611352,male,0,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,228.4808688993204,18.889683721868227,0.6747024675276999,male,0,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,12.06945263862356,0.8947127232748514,0.4093178894592367,male,0,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,104.46567711908294,6.4508971456158095,1.5455842200404175,male,0,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,88.23622869627332,5.124262956382117,-0.16413800194193312,male,0,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,368.8054810439696,9.349837477348308,0.8130939104452278,male,0,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,236.68075040476936,19.57237782811794,0.9457999982096064,male,0,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,10.284071240355054,0.8358533247574671,0.8333076934343271,male,0,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,4180.872304148788,69.39895624447274,-0.43237708841089606,male,1,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,3134.5067819354917,58.8664494560356,-0.6875648682422894,male,1,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,294.98424637940593,26.37866386007526,1.4595527592718742,male,1,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,14.753033518697784,1.1277069305186194,1.1014402839159507,male,1,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,149.4099288979734,7.827351496006736,0.8931432955913102,male,1,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,58.896966369654955,4.126401039115324,0.7126675071057899,male,1,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,366.4085993226454,8.316065771952621,0.9499916870907508,male,1,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
post_tx_death,409.1888218427184,22.974941693723128,-0.9453314526386104,male,1,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
ptd_ppy,11.844351830594013,0.6533254334146169,-0.6838553041564381,male,1,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
can_count,1812.041114970011,52.7371488865713,-0.7864881308859022,reg,Midwest,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_count,1289.0701555951296,45.01930981303779,1.0172995268158809,reg,Midwest,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wait_death,124.87752036458797,13.084844858077584,-0.6784739995376728,reg,Midwest,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
wld_ppy,11.94481172607146,1.3224878253945052,0.4049930742394358,reg,Midwest,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
tx_ppy,131.03655406201457,9.101959962664637,1.100086428422052,reg,Midwest,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_wlt,62.29112485657321,5.577770959774174,0.9806006536364256,reg,Midwest,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
med_dist,364.44015816940106,9.494773333792809,1.0706114218854097,reg,Midwest,15,0.15,0.15,0.1,0.05,0.2,0.05,0.3,NA,NA,NA,NA,Supply-CAS
