wl_weight,post_tx_weight,abo_weight,height_weight,efficiency_weight,cpra_weight,peds_weight,pld_weight,wl_model,post_tx_model,wl_cap,post_tx_cap,checks,params_1,match_alg_name
0.2,0.3,0.15,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,206,PRE_ABO_CAS
0.2,0.3,0.2,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,207,PRE_ABO_CAS
0.2,0.35,0,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,208,PRE_ABO_CAS
0.2,0.35,0,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,209,PRE_ABO_CAS
0.2,0.35,0,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,210,PRE_ABO_CAS
0.2,0.35,0,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,211,PRE_ABO_CAS
0.2,0.35,0.05,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,212,PRE_ABO_CAS
0.2,0.35,0.05,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,213,PRE_ABO_CAS
0.2,0.35,0.05,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,214,PRE_ABO_CAS
0.2,0.35,0.1,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,215,PRE_ABO_CAS
0.2,0.35,0.1,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,216,PRE_ABO_CAS
0.2,0.35,0.15,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,217,PRE_ABO_CAS
0.25,0.15,0,0,0.3,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,218,PRE_ABO_CAS
0.25,0.15,0,0.05,0.25,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,219,PRE_ABO_CAS
0.25,0.15,0,0.1,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,220,PRE_ABO_CAS
0.25,0.15,0,0.15,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,221,PRE_ABO_CAS
0.25,0.15,0,0.2,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,222,PRE_ABO_CAS
0.25,0.15,0,0.25,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,223,PRE_ABO_CAS
0.25,0.15,0,0.3,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,224,PRE_ABO_CAS
0.25,0.15,0.05,0,0.25,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,225,PRE_ABO_CAS
0.25,0.15,0.05,0.05,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,226,PRE_ABO_CAS
0.25,0.15,0.05,0.1,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,227,PRE_ABO_CAS
0.25,0.15,0.05,0.15,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,228,PRE_ABO_CAS
0.25,0.15,0.05,0.2,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,229,PRE_ABO_CAS
0.25,0.15,0.05,0.25,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,230,PRE_ABO_CAS
0.25,0.15,0.1,0,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,231,PRE_ABO_CAS
0.25,0.15,0.1,0.05,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,232,PRE_ABO_CAS
0.25,0.15,0.1,0.1,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,233,PRE_ABO_CAS
0.25,0.15,0.1,0.15,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,234,PRE_ABO_CAS
0.25,0.15,0.1,0.2,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,235,PRE_ABO_CAS
0.25,0.15,0.15,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,236,PRE_ABO_CAS
0.25,0.15,0.15,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,237,PRE_ABO_CAS
0.25,0.15,0.15,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,238,PRE_ABO_CAS
0.25,0.15,0.15,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,239,PRE_ABO_CAS
0.25,0.15,0.2,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,240,PRE_ABO_CAS
0.25,0.15,0.2,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,241,PRE_ABO_CAS
0.25,0.15,0.2,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,242,PRE_ABO_CAS
0.25,0.15,0.25,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,243,PRE_ABO_CAS
0.25,0.15,0.25,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,244,PRE_ABO_CAS
0.25,0.15,0.3,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,245,PRE_ABO_CAS
0.25,0.2,0,0,0.25,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,246,PRE_ABO_CAS
0.25,0.2,0,0.05,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,247,PRE_ABO_CAS
0.25,0.2,0,0.1,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,248,PRE_ABO_CAS
0.25,0.2,0,0.15,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,249,PRE_ABO_CAS
0.25,0.2,0,0.2,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,250,PRE_ABO_CAS
0.25,0.2,0,0.25,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,251,PRE_ABO_CAS
0.25,0.2,0.05,0,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,252,PRE_ABO_CAS
0.25,0.2,0.05,0.05,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,253,PRE_ABO_CAS
0.25,0.2,0.05,0.1,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,254,PRE_ABO_CAS
0.25,0.2,0.05,0.15,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,255,PRE_ABO_CAS
0.25,0.2,0.05,0.2,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,256,PRE_ABO_CAS
0.25,0.2,0.1,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,257,PRE_ABO_CAS
0.25,0.2,0.1,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,258,PRE_ABO_CAS
0.25,0.2,0.1,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,259,PRE_ABO_CAS
0.25,0.2,0.1,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,260,PRE_ABO_CAS
0.25,0.2,0.15,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,261,PRE_ABO_CAS
0.25,0.2,0.15,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,262,PRE_ABO_CAS
0.25,0.2,0.15,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,263,PRE_ABO_CAS
0.25,0.2,0.2,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,264,PRE_ABO_CAS
0.25,0.2,0.2,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,265,PRE_ABO_CAS
0.25,0.2,0.25,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,266,PRE_ABO_CAS
0.25,0.25,0,0,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,267,PRE_ABO_CAS
0.25,0.25,0,0.05,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,268,PRE_ABO_CAS
0.25,0.25,0,0.1,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,269,PRE_ABO_CAS
0.25,0.25,0,0.15,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,270,PRE_ABO_CAS
0.25,0.25,0,0.2,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,271,PRE_ABO_CAS
0.25,0.25,0.05,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,272,PRE_ABO_CAS
0.25,0.25,0.05,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,273,PRE_ABO_CAS
0.25,0.25,0.05,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,274,PRE_ABO_CAS
0.25,0.25,0.05,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,275,PRE_ABO_CAS
0.25,0.25,0.1,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,276,PRE_ABO_CAS
0.25,0.25,0.1,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,277,PRE_ABO_CAS
0.25,0.25,0.1,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,278,PRE_ABO_CAS
0.25,0.25,0.15,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,279,PRE_ABO_CAS
0.25,0.25,0.15,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,280,PRE_ABO_CAS
0.25,0.25,0.2,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,281,PRE_ABO_CAS
0.25,0.3,0,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,282,PRE_ABO_CAS
0.25,0.3,0,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,283,PRE_ABO_CAS
0.25,0.3,0,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,284,PRE_ABO_CAS
0.25,0.3,0,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,285,PRE_ABO_CAS
0.25,0.3,0.05,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,286,PRE_ABO_CAS
0.25,0.3,0.05,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,287,PRE_ABO_CAS
0.25,0.3,0.05,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,288,PRE_ABO_CAS
0.25,0.3,0.1,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,289,PRE_ABO_CAS
0.25,0.3,0.1,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,290,PRE_ABO_CAS
0.25,0.3,0.15,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,291,PRE_ABO_CAS
0.25,0.35,0,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,292,PRE_ABO_CAS
0.25,0.35,0,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,293,PRE_ABO_CAS
0.25,0.35,0,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,294,PRE_ABO_CAS
0.25,0.35,0.05,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,295,PRE_ABO_CAS
0.25,0.35,0.05,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,296,PRE_ABO_CAS
0.25,0.35,0.1,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,297,PRE_ABO_CAS
0.3,0.15,0,0,0.25,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,298,PRE_ABO_CAS
0.3,0.15,0,0.05,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,299,PRE_ABO_CAS
0.3,0.15,0,0.1,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,300,PRE_ABO_CAS
0.3,0.15,0,0.15,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,301,PRE_ABO_CAS
0.3,0.15,0,0.2,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,302,PRE_ABO_CAS
0.3,0.15,0,0.25,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,303,PRE_ABO_CAS
0.3,0.15,0.05,0,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,304,PRE_ABO_CAS
0.3,0.15,0.05,0.05,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,305,PRE_ABO_CAS
0.3,0.15,0.05,0.1,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,306,PRE_ABO_CAS
0.3,0.15,0.05,0.15,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,307,PRE_ABO_CAS
0.3,0.15,0.05,0.2,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,308,PRE_ABO_CAS
0.3,0.15,0.1,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,309,PRE_ABO_CAS
0.3,0.15,0.1,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,310,PRE_ABO_CAS
0.3,0.15,0.1,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,311,PRE_ABO_CAS
0.3,0.15,0.1,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,312,PRE_ABO_CAS
0.3,0.15,0.15,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,313,PRE_ABO_CAS
0.3,0.15,0.15,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,314,PRE_ABO_CAS
0.3,0.15,0.15,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,315,PRE_ABO_CAS
0.3,0.15,0.2,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,316,PRE_ABO_CAS
0.3,0.15,0.2,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,317,PRE_ABO_CAS
0.3,0.15,0.25,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,318,PRE_ABO_CAS
0.3,0.2,0,0,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,319,PRE_ABO_CAS
0.3,0.2,0,0.05,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,320,PRE_ABO_CAS
0.3,0.2,0,0.1,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,321,PRE_ABO_CAS
0.3,0.2,0,0.15,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,322,PRE_ABO_CAS
0.3,0.2,0,0.2,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,323,PRE_ABO_CAS
0.3,0.2,0.05,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,324,PRE_ABO_CAS
0.3,0.2,0.05,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,325,PRE_ABO_CAS
0.3,0.2,0.05,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,326,PRE_ABO_CAS
0.3,0.2,0.05,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,327,PRE_ABO_CAS
0.3,0.2,0.1,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,328,PRE_ABO_CAS
0.3,0.2,0.1,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,329,PRE_ABO_CAS
0.3,0.2,0.1,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,330,PRE_ABO_CAS
0.3,0.2,0.15,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,331,PRE_ABO_CAS
0.3,0.2,0.15,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,332,PRE_ABO_CAS
0.3,0.2,0.2,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,333,PRE_ABO_CAS
0.3,0.25,0,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,334,PRE_ABO_CAS
0.3,0.25,0,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,335,PRE_ABO_CAS
0.3,0.25,0,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,336,PRE_ABO_CAS
0.3,0.25,0,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,337,PRE_ABO_CAS
0.3,0.25,0.05,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,338,PRE_ABO_CAS
0.3,0.25,0.05,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,339,PRE_ABO_CAS
0.3,0.25,0.05,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,340,PRE_ABO_CAS
0.3,0.25,0.1,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,341,PRE_ABO_CAS
0.3,0.25,0.1,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,342,PRE_ABO_CAS
0.3,0.25,0.15,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,343,PRE_ABO_CAS
0.3,0.3,0,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,344,PRE_ABO_CAS
0.3,0.3,0,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,345,PRE_ABO_CAS
0.3,0.3,0,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,346,PRE_ABO_CAS
0.3,0.3,0.05,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,347,PRE_ABO_CAS
0.3,0.3,0.05,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,348,PRE_ABO_CAS
0.3,0.3,0.1,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,349,PRE_ABO_CAS
0.3,0.35,0,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,350,PRE_ABO_CAS
0.3,0.35,0,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,351,PRE_ABO_CAS
0.3,0.35,0.05,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,352,PRE_ABO_CAS
0.35,0.15,0,0,0.2,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,353,PRE_ABO_CAS
0.35,0.15,0,0.05,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,354,PRE_ABO_CAS
0.35,0.15,0,0.1,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,355,PRE_ABO_CAS
0.35,0.15,0,0.15,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,356,PRE_ABO_CAS
0.35,0.15,0,0.2,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,357,PRE_ABO_CAS
0.35,0.15,0.05,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,358,PRE_ABO_CAS
0.35,0.15,0.05,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,359,PRE_ABO_CAS
0.35,0.15,0.05,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,360,PRE_ABO_CAS
0.35,0.15,0.05,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,361,PRE_ABO_CAS
0.35,0.15,0.1,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,362,PRE_ABO_CAS
0.35,0.15,0.1,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,363,PRE_ABO_CAS
0.35,0.15,0.1,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,364,PRE_ABO_CAS
0.35,0.15,0.15,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,365,PRE_ABO_CAS
0.35,0.15,0.15,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,366,PRE_ABO_CAS
0.35,0.15,0.2,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,367,PRE_ABO_CAS
0.35,0.2,0,0,0.15,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,368,PRE_ABO_CAS
0.35,0.2,0,0.05,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,369,PRE_ABO_CAS
0.35,0.2,0,0.1,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,370,PRE_ABO_CAS
0.35,0.2,0,0.15,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,371,PRE_ABO_CAS
0.35,0.2,0.05,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,372,PRE_ABO_CAS
0.35,0.2,0.05,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,373,PRE_ABO_CAS
0.35,0.2,0.05,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,374,PRE_ABO_CAS
0.35,0.2,0.1,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,375,PRE_ABO_CAS
0.35,0.2,0.1,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,376,PRE_ABO_CAS
0.35,0.2,0.15,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,377,PRE_ABO_CAS
0.35,0.25,0,0,0.1,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,378,PRE_ABO_CAS
0.35,0.25,0,0.05,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,379,PRE_ABO_CAS
0.35,0.25,0,0.1,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,380,PRE_ABO_CAS
0.35,0.25,0.05,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,381,PRE_ABO_CAS
0.35,0.25,0.05,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,382,PRE_ABO_CAS
0.35,0.25,0.1,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,383,PRE_ABO_CAS
0.35,0.3,0,0,0.05,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,384,PRE_ABO_CAS
0.35,0.3,0,0.05,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,385,PRE_ABO_CAS
0.35,0.3,0.05,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,386,PRE_ABO_CAS
0.35,0.35,0,0,0,0.05,0.2,0.05,CAS23,CAS23,365,1826,FALSE,387,PRE_ABO_CAS
